"","theta_1","theta_2","mu_1","mu_2","size_1","size_2","prob_1","prob_2","total_mean_1","total_mean_2","foldChange","norm_total_mean_1","norm_total_mean_2","norm_foldChange","chi2LR1","pvalue_LR2","pvalue_LR3","FDR_LR2","FDR_LR3","pvalue","pvalue.adj.FDR","Remark"
"Ttc36",0,0.79479499484084,26.7876712328767,0.761432725538966,4.51928729081976,10251.4306263967,0.144354083051507,0.999925729763825,24.7671232876712,0.109375,226.442270058708,26.7876712328767,0.15625,171.441095890411,276.397892009087,2.3047586061864e-09,0,1.14921977077488e-07,0,0,0,NA
"Calml4",0,0.847116856120518,11.0479452054795,0.715415257453457,6.27684124226064,14607.5431783964,0.362304104653447,0.999951026657088,9.93150684931507,0.078125,127.123287671233,11.0479452054795,0.109375,101.009784735812,249.600788863375,0,1.32336548386291e-08,0,2.51439441933954e-07,0,0,NA
"Pdzk1",0,0.896840851108627,9.76712328767123,0.605859979253061,7.10249572141983,16737.3701740641,0.421022888400283,0.999963803271195,8.86301369863014,0.046875,189.077625570776,9.76712328767123,0.0625,156.27397260274,249.476731759539,0,2.06717072336327e-05,0,0.000189367603765242,0,0,NA
"Fbp1",0.00553543231121108,0.831704738608537,14.0297152548773,0.464216496336025,4.91128398165015,13784.6563055426,0.259293816567966,0.999966324814093,12.8972602739726,0.0625,206.356164383562,13.9520547945205,0.078125,178.586301369863,245.440023257048,0.186896415721339,0,0.24303640371368,0,0,0,NA
"Gatm",0.0126956611718039,0.843195654887865,17.1284156143778,1.19575768521047,4.28240800639105,15335.0561236488,0.200011362581916,0.999922030643832,15.3013698630137,0.125,122.41095890411,16.9109589041096,0.1875,90.1917808219178,235.899903116399,9.99200722162641e-16,0,3.41726646979623e-13,0,0,0,NA
"Gsta2",9.39928459091113e-10,0.878306427435075,13.1917808241372,1.02717010718589,2.52106257625709,14657.0410514345,0.160445981164289,0.999929924592268,12.1780821917808,0.078125,155.879452054795,13.1917808219178,0.125,105.534246575342,228.90787971416,0.00395932570923829,1.42885709930596e-08,0.0137704006023,2.6654679707053e-07,0,0,NA
"Pdzk1ip1",0.00437941443732975,0.760246662747135,14.8802352676881,0.97756721000495,3.73488859053733,0.690992633946625,0.200637321512475,0.414125172945657,13.472602739726,0.203125,66.3266596417281,14.8150684931507,0.234375,63.2109589041096,228.224786981038,8.19344592173366e-13,1.99840144432528e-15,1.40107925261646e-10,1.86396352897976e-13,0,0,NA
"Fabp3",0.0160404927435054,0.750954999807959,9.84281511372732,0.376437991535775,4.87334314003353,12224.0948000181,0.331155934585584,0.999969206194345,8.67123287671233,0.078125,110.991780821918,9.68493150684932,0.09375,103.305936073059,223.845529605409,0.000314553108195725,0,0.00204260436081528,0,0,0,NA
"Ass1",0.0155472468483533,0.94117190498361,11.7163992568508,1.59362606461987,3.70335922035233,10345.0884721239,0.24016972936557,0.999845977092028,10.5,0.0625,168,11.5342465753425,0.09375,123.03196347032,219.10026896354,0.00202116509955852,1.25792996130691e-06,0.00822902933391683,1.46663197761465e-05,0,0,NA
"Sult1d1",0.0158827844682705,0.946000851037285,11.3584865864364,2.02549910831317,2.69194420028862,17131.962304734,0.191591577592909,0.999881784723352,10.2739726027397,0.0625,164.383561643836,11.1780821917808,0.109375,102.199608610568,210.022674679176,0.00617985522706443,7.29119117304222e-08,0.0195695415523707,1.13344880962747e-06,0,0,NA
"Ndrg1",0.0197001528201831,0.983386139032442,6.65158494617792,2.82143939148812,3.74713293129126,15884.9401578872,0.360345667172118,0.999822414292019,5.76712328767123,0.03125,184.547945205479,6.52054794520548,0.046875,139.10502283105,207.302159925823,0.125748397179755,1.05604414102345e-12,0.178908437252797,4.92500585768208e-11,0,0,NA
"Spp2",3.74421374625216e-09,0.825333931911862,21.2260274046401,0.984020532554279,1.07145480487881,15993.485769741,0.0480527260796019,0.999938477452178,19.8904109589041,0.125,159.123287671233,21.2260273972603,0.171875,123.496886674969,195.44127047188,0.0146009145202943,3.21140362302685e-07,0.0356679483281476,4.27909106133189e-06,0,0,NA
"Hrsp12",0,0.447007363138793,12.0342465753425,2.34519943780731,4.10808029516273,11827.3047965238,0.254491209855805,0.9998017524239,11,0.984375,11.1746031746032,12.0342465753425,1.296875,9.2794190460472,193.065670801802,5.19568347678856e-07,0,1.06615424943701e-05,0,0,0,NA
"4931406C07Rik",0.0280137307711704,0.718072664748999,8.59700304460448,1.27470811061659,5.13073674460031,11804.6971584729,0.373749562811135,0.999892028532253,7.46575342465753,0.234375,31.8538812785388,8.35616438356164,0.359375,23.2519356759976,188.73137559522,3.89392346145101e-08,0,1.33172182381625e-06,0,0,0,NA
