"","theta_1","theta_2","mu_1","mu_2","size_1","size_2","prob_1","prob_2","total_mean_1","total_mean_2","foldChange","norm_total_mean_1","norm_total_mean_2","norm_foldChange","chi2LR1","pvalue_LR2","pvalue_LR3","FDR_LR2","FDR_LR3","pvalue","pvalue.adj.FDR","Remark"
"Ttc36",0,0.855192195259835,42.4017857142857,1.59362426017928,5.82038135908308,11911.2951137004,0.120699290644228,0.999866226882897,45.8392857142857,0.115384615384615,397.27380952381,42.4017857142857,0.230769230769231,183.741071428571,303.590693737958,0,0,0,0,0,0,NA
"Hrsp12",0,0.335653400760051,19.1160714285714,1.89119768858233,4.90863894163888,15009.9761774258,0.204316258801829,0.999874019824361,20.4642857142857,0.717948717948718,28.5038265306122,19.1160714285714,1.25641025641026,15.214832361516,280.822846350917,3.10862446895044e-14,0,1.83408843668076e-12,0,0,0,NA
"Calml4",0,0.903461399605051,19.9285714285714,1.59362409551418,9.12600419972431,15530.0098701142,0.314098691940166,0.999897394747676,21.5625,0.0769230769230769,280.3125,19.9285714285714,0.153846153846154,129.535714285714,274.25486052531,9.24160747928227e-12,9.88098491916389e-15,2.99010719410326e-10,1.67976743625786e-13,0,0,NA
"Ggt1",0,0.919551217639456,18.6428571428571,1.59362413958813,8.96699248536721,17891.1179693399,0.324775129387182,0.999910934453324,19.7946428571429,0.0641025641025641,308.796428571429,18.6428571428571,0.128205128205128,145.414285714286,267.59036941788,1.05844766284946e-09,5.9446891853554e-12,1.65878594662189e-08,6.93316657315287e-11,0,0,NA
"Pdzk1",0,0.951730731206419,20.2142857142857,1.59362424130722,7.37740920758478,11681.5638216979,0.267377891371838,0.999863596442256,21.8303571428571,0.0384615384615385,567.589285714286,20.2142857142857,0.0769230769230769,262.785714285714,261.361813312911,8.41961722564122e-10,1.16488860557595e-07,1.36207678666422e-08,8.40563504599051e-07,0,0,NA
"Cenpa",0.708865309644442,0.0252418308735892,0.674698725914389,15.2042962892437,16833.4744887954,6.42806964715848,0.99995992083007,0.297150559770328,0.160714285714286,12.1923076923077,0.013181613339342,0.196428571428571,14.8205128205128,0.0132538309441424,260.729698083096,1.83447690371707e-09,0,2.70585343298269e-08,0,0,0,NA
"Pcbd1",0,0.595681329185675,14.0446428571428,2.18791607603315,7.74669909683322,10932.1739158642,0.355494357033838,0.999799904547731,14.9196428571429,0.525641025641026,28.3837108013937,14.0446428571429,0.884615384615385,15.8765527950311,255.508395821146,1.84297022087776e-14,0,1.15531195721275e-12,0,0,0,NA
"Tmem27",0,0.95600461005691,19.0089285714286,0.874217473301466,3.94428275017307,13254.2665815491,0.171840127070195,0.999934046911568,20.1160714285714,0.0256410256410256,784.526785714286,19.0089285714286,0.0384615384615385,494.232142857143,254.129436708476,0.000373595959346495,0.000170382180520123,0.001398196818002,0.00077327297312979,0,0,NA
"Mep1a",0,0.967820488140082,15.2142857142857,1.5936242966104,5.37830736179163,12616.7127549305,0.261176790213937,0.999873705373073,15.8571428571429,0.0256410256410256,618.428571428571,15.2142857142857,0.0512820512820513,296.678571428571,251.767642316729,0,0.000586926072837723,0,0.00237373730264612,0,0,NA
"Fut9",0,0.983910252929255,12.125,1.59362428608845,4.33715511158454,12519.9722114921,0.263462170182837,0.999872729632461,12.3928571428571,0.0128205128205128,966.642857142857,12.125,0.0256410256410256,472.875,250.556588603779,0.000283243347613982,0.0621336630080808,0.00109266568329548,0.153548877284898,0,0,NA
"Anpep",0,0.951730731206419,19.4732142857143,1.59362424130722,3.05744591410491,11681.5638216979,0.135701567863042,0.999863596442256,21.0892857142857,0.0384615384615385,548.321428571429,19.4732142857143,0.0769230769230769,253.151785714286,248.378914936832,0.0383624190038691,5.13318017761888e-05,0.0685873551887356,0.000256148244684166,0,0,NA
"Lrp2",0,0.935640974474196,21.0446428571428,1.59362407087813,2.83189818434716,17392.4055353652,0.118605880953451,0.99990838081247,22.8214285714286,0.0641025641025641,356.014285714286,21.0446428571429,0.102564102564103,205.185267857143,247.001803495489,1.93086868867098e-05,2.7355274477836e-06,0.000103564775119625,1.60452282463565e-05,0,0,NA
"Spink1",0,0.911386342340855,27.9375,2.02550237932527,1.93431077504783,11096.0882240207,0.0647537167938803,0.999817491293632,30.0803571428571,0.102564102564103,293.283482142857,27.9375,0.179487179487179,155.651785714286,241.190234420757,0.00244168769390141,4.53588774318447e-08,0.0068217625542705,3.4728972568046e-07,0,0,NA
"Folr1",0.00501278844823943,0.983910252929255,8.04927792692815,1.59362428608845,7.83747384303657,12519.9722114921,0.493333939909226,0.999872729632461,8.10714285714286,0.0128205128205128,632.357142857143,8.00892857142857,0.0256410256410256,312.348214285714,239.535608673309,0,0,0,0,0,0,NA
"Slc5a8",1.07184162407267e-09,1,8.34821428591196,0,2.39940941194685,1,0.223250225296302,1,8.47321428571429,0,Inf,8.34821428571429,0,Inf,237.952293608409,9.78790915207028e-07,0.545707329502431,7.49410143475305e-06,0.839485355047451,0,0,NA
"Lrpap1",0,0.585521057369559,13.0892857142857,2.01055645380138,5.6780058409506,13300.7884588704,0.302547963526808,0.999848862149125,13.5535714285714,0.5,27.1071428571429,13.0892857142857,0.833333333333333,15.7071428571429,235.645673228137,9.89323916122942e-07,0,7.51736278690387e-06,0,0,0,NA
"Tmem176a",0.0261146198045583,0.48409270013269,14.9438239232827,1.8637774750596,5.60226252864232,18156.1595677578,0.272668108437625,0.999897357909524,15.5,0.538461538461538,28.7857142857143,14.5535714285714,0.961538461538462,15.1357142857143,235.22171700547,1.8016699243617e-12,0,6.69287012642514e-11,0,0,0,NA
"Acadm",0,0.536415451627627,10.625,1.76993134144819,7.39052617145855,16265.0135858325,0.410230936422337,0.999891193527007,11.2232142857143,0.448717948717949,25.0117346938776,10.625,0.82051282051282,12.94921875,233.317079138244,3.33066907387547e-15,0,2.78388423424758e-13,0,0,0,NA
"Tcn2",0,0.828002190635235,10.2142857142857,1.71439273509252,6.77605476278261,12074.5470980533,0.39881806794444,0.99985803613673,10.5625,0.166666666666667,63.375,10.2142857142857,0.294871794871795,34.639751552795,233.133810790901,8.2712692250908e-08,6.06537042813216e-12,8.37988185127887e-07,6.99260521772017e-11,0,0,NA
"Tmem174",0.0242422420642265,1,7.85104112604446,0,11.201317440304,1,0.587922875863176,1,7.91071428571429,0,Inf,7.66071428571429,0,Inf,231.616310925958,3.1546543155514e-11,0.99999626764904,8.78921744027237e-10,0.999999935265821,0,0,NA
"Pdzk1ip1",0.0160894843140705,0.967820488140082,15.2634379068148,1.5936242966104,4.04409118394359,12616.7127549305,0.209456692512731,0.999873705373073,15.9107142857143,0.0256410256410256,620.517857142857,15.0178571428571,0.0512820512820513,292.848214285714,231.523697288352,1.68576264059084e-12,3.78030939884866e-13,6.50315357120235e-11,5.26618100978501e-12,0,0,NA
"Napsa",6.61850921940383e-10,0.943084006669673,24.1964285766712,1.12625757169637,1.24474105285998,13249.3605725488,0.0489262510720077,0.999915002551519,24.9464285714286,0.0384615384615385,648.607142857143,24.1964285714286,0.0641025641025641,377.464285714286,230.763122496627,0.00841696890738974,0.000520784967892873,0.0196890525929932,0.00212336310079899,0,0,NA
"Keg1",0.00853507923629474,0.983910252929255,7.2403683691306,1.59362428608845,5.67490112938048,12519.9722114921,0.439394712594631,0.999872729632461,7.15178571428571,0.0128205128205128,557.839285714286,7.17857142857143,0.0256410256410256,279.964285714286,230.669796817774,0.0584861991666765,6.77236045021345e-15,0.096641940303421,1.17115129854553e-13,0,0,NA
"Galnt11",0.00773546143769067,0.651262203235078,11.0137681445748,1.65431761694963,7.3283239560057,11812.8273083983,0.399535882592901,0.99985997543783,11.0803571428571,0.320512820512821,34.5707142857143,10.9285714285714,0.576923076923077,18.9428571428571,230.181551297843,1.6275246705888e-09,0,2.43642872328442e-08,0,0,0,NA
"Npnt",0.00143287093275278,0.939910309255625,14.3151546208827,1.92020648705049,2.62245189508687,10671.2646897866,0.154830134506567,0.999820090581611,15.2142857142857,0.0641025641025641,237.342857142857,14.2946428571429,0.115384615384615,123.886904761905,229.761804583037,0.0380676975013656,1.93172213780457e-07,0.0681819653461959,1.32706664672465e-06,0,0,NA
"Gm4450",0.0140363129430585,0.95600461005691,7.29887798308018,0.874217473301466,10.5998352845347,13254.2665815491,0.59221213983653,0.999934046911568,7.41964285714286,0.0256410256410256,289.366071428571,7.19642857142857,0.0384615384615385,187.107142857143,229.387157078138,6.05282490795389e-12,0,2.09344254575095e-10,0,0,0,NA
"Amn",0.0221193522426789,1.78096513980125e-13,8.53704840986902,0.0128205084630156,6.12017292503863,12842.394356396,0.417553421975202,0.999999001705188,8.72321428571429,0.0128205128205128,680.410714285714,8.34821428571429,0.0128205128205128,651.160714285714,228.305054712309,6.45293917045375e-06,5.55111512312578e-16,3.94652316339336e-05,1.13627927928473e-14,0,0,NA
"Csad",0.00692847356130016,0.511478176941671,11.8229866591955,1.67958063921148,5.28388192385242,18574.2473682223,0.308874876673133,0.999909582943353,12.5089285714286,0.448717948717949,27.8770408163265,11.7410714285714,0.82051282051282,14.3094308035714,225.775516594068,1.86345564534562e-08,0,2.22505477652579e-07,0,0,0,NA
"Mme",8.29999899335899e-10,1,6.08035714341446,0,2.34185415842258,1,0.278056922878648,1,6.04464285714286,0,Inf,6.08035714285714,0,Inf,224.425486230625,0.000126285407286764,0.999940119420345,0.0005344483692347,0.999999935265821,0,0,NA
"Cystm1",0.00610373975863959,0.871281951226815,8.03116306705884,1.59362426016818,9.78142743035664,16295.7257880697,0.549129978134055,0.999902215559513,8.125,0.102564102564103,79.21875,7.98214285714286,0.205128205128205,38.9129464285714,222.261593832109,0,0,0,0,0,0,NA
"Fabp3",0.0249105994488018,0.951730731206419,12.1600440669083,1.59362424130722,5.17072086391014,11681.5638216979,0.298355028445126,0.999863596442256,12.3125,0.0384615384615385,320.125,11.8571428571429,0.0769230769230769,154.142857142857,221.723312583273,6.91417899378877e-07,3.05213521123449e-10,5.58482634530463e-06,3.0309817988794e-09,0,0,NA
"Ass1",0.0159544469398707,0.967820488140082,13.9547838242296,1.5936242966104,2.31062372636493,12616.7127549305,0.142057536472886,0.999873705373073,14.4821428571429,0.0256410256410256,564.803571428571,13.7321428571429,0.0512820512820513,267.776785714286,220.863624993542,2.57844157414144e-06,0.000169900950067969,1.74761454697816e-05,0.00077327297312979,0,0,NA
"Cndp2",0.00618987379583632,0.736181514426012,11.5267060201358,1.74945455253092,4.83479451686242,10030.7428857028,0.295498234158262,0.999825621142464,11.6607142857143,0.256410256410256,45.4767857142857,11.4553571428571,0.461538461538462,24.8199404761905,220.488929673289,0.000317572164029944,1.11022302462516e-16,0.00121574381878639,2.42076889934572e-15,0,0,NA
"Hmgcs1",0.00698717955164535,0.413762393041991,13.4781284768356,2.07756838497754,4.50728873936036,14196.8048545573,0.250607961170982,0.999853680851556,14.2321428571429,0.730769230769231,19.4755639097744,13.3839285714286,1.21794871794872,10.9889097744361,220.269367050199,3.04375413762159e-11,0,8.72252971438416e-10,0,0,0,NA
"Hao2",2.04398910269810e-09,1.78096513980125e-13,8.89285714275111,0.0128205084630156,1.71910533793293,12842.394356396,0.161996929508756,0.999999001705188,9.32142857142857,0.0128205128205128,727.071428571429,8.89285714285714,0.0128205128205128,693.642857142857,218.960604644483,0.760213465709379,0.0068560394950935,0.779646325262278,0.0223993733341328,0,0,NA
"Dpp4",0.018160615363968,0.967820488140082,6.47472818771212,1.5936242966104,7.93887587151492,12616.7127549305,0.550790478140875,0.999873705373073,6.51785714285714,0.0256410256410256,254.196428571429,6.35714285714286,0.0512820512820513,123.964285714286,218.123661721648,8.91509088774001e-14,2.17037499083972e-12,4.47091808020161e-12,2.68751372322498e-11,0,0,NA
"Fbp1",0.0213896522487202,0.919551217639456,18.2292039980538,1.59362413958813,2.42968770917994,17891.1179693399,0.117609780021703,0.999910934453324,19.7946428571429,0.0641025641025641,308.796428571429,17.8392857142857,0.128205128205128,139.146428571429,217.946372884035,0.00359402692947486,1.45999868084168e-07,0.00951136942021974,1.01692963672514e-06,0,0,NA
"Aqp1",6.24288654311626e-10,0.955693170159736,7.82142857205155,2.02550238879697,2.56879796853499,15385.2256454242,0.247232142485122,0.999868364897061,7.77678571428571,0.0512820512820513,151.647321428571,7.82142857142857,0.0897435897435897,87.1530612244898,217.548559234566,0.0425830736305306,0.0162219593785717,0.0748170809442282,0.0485690306170372,0,0,NA
