"","theta_1","theta_2","mu_1","mu_2","size_1","size_2","prob_1","prob_2","total_mean_1","total_mean_2","foldChange","norm_total_mean_1","norm_total_mean_2","norm_foldChange","chi2LR1","pvalue_LR2","pvalue_LR3","FDR_LR2","FDR_LR3","pvalue","pvalue.adj.FDR","Remark"
"Rrm2",0.884036114416387,0.164833346540591,1.95829545142078,4.0224010240642,17489.4057321507,2.18905619758269,0.999888042153355,0.352422325304575,0.127490039840637,2.953125,0.0431712304222264,0.227091633466135,3.359375,0.0675993699620124,126.612858166676,1.04359919379515e-05,3.95537896328291e-05,5.9040658093411e-05,0.000525377510123012,0,0,NA
"Ube2c",0.670415590674461,0.0110766903461181,2.04289688671276,5.22980001447553,10329.8166041885,0.479710260398721,0.999802272099567,0.0840195108343661,0.386454183266932,5.453125,0.0708683889085492,0.673306772908366,5.171875,0.130186203825183,125.812934877432,2.27933227847643e-11,0,6.197518971448e-10,0,0,0,NA
"Hist1h2ap",0.888113802351578,0.132002151785719,1.70919258831149,3.92426082763337,14585.1373956725,0.87297051393771,0.999882826450668,0.18197382026855,0.099601593625498,3.203125,0.0310951316684482,0.191235059760956,3.40625,0.0561424028656018,115.885132380747,6.58976529055444e-06,1.20547121829073e-06,3.94739862012624e-05,2.16630268934011e-05,0,0,NA
"Top2a",0.826727316676328,0.220330456520546,2.06937224789902,5.37086544165257,17191.2300802573,1.31116563314097,0.999879640772057,0.196222618312424,0.207171314741036,4.125,0.0502233490281299,0.358565737051793,4.1875,0.0856276386989356,111.254412921329,1.52317395363255e-08,4.76537809213085e-10,2.02317236015106e-07,1.26593304969215e-08,0,0,NA
"Tubb4b",0.667774276110067,0.189457098150065,1.90673473772841,4.37592538485011,12725.9396138462,1.72340218758143,0.999850191879639,0.28255609608034,0.350597609561753,3.5,0.100170745589072,0.633466135458167,3.546875,0.178598381803184,100.99751635941,1.65185420897274e-10,7.50510764646606e-14,3.88185739108593e-09,3.27544340856483e-12,0,0,NA
"Cdk1",0.886630694819374,0.278361489289787,1.65168981743156,3.09625227491308,11382.3654639458,9.34297085102013,0.999854911513649,0.75108957821827,0.0956175298804781,2.03125,0.04707324547962,0.187250996015936,2.234375,0.0838046415735659,100.92696443158,4.54820478834606e-07,0.00212965067449056,4.14769123235737e-06,0.0180724522515796,0,0,NA
"Spint2",0.643253258698593,0.345058263693341,1.96552662157021,5.72570012766716,11425.2937641335,1.93948450938539,0.999827996672556,0.253025152194008,0.394422310756972,3.765625,0.104742854308905,0.701195219123506,3.75,0.186985391766268,99.4581679192069,1.34455924172272e-08,0,1.8671038561195e-07,0,0,0,NA
"Cited1",0.0221738930931948,0.261299092461873,12.3780539126703,4.67459093527478,3.29973128740317,2.58464006050957,0.210471775527816,0.356048741527931,10.1195219123506,3.046875,3.32127898661763,12.1035856573705,3.453125,3.50511077860504,97.7626656888201,4.36115370761048e-06,4.40203429263875e-13,2.83474990994681e-05,1.68102684550142e-11,0,0,NA
"Epcam",0.905938911322292,0.398960366887916,2.20251130613824,8.03295634702577,11849.1054520615,1.16453055933549,0.999814154579988,0.126613994800043,0.123505976095618,5.125,0.0240987270430473,0.207171314741036,4.828125,0.042909269072577,97.4444146951727,3.78247531329645e-06,2.32904378005827e-08,2.53966199607047e-05,5.08230624862716e-07,0,0,NA
"Kdm2b",0.518432328704962,0.112922438604068,1.96900085765406,3.99838203684412,12449.8262298849,1.36414151138336,0.999841870122246,0.254384246356225,0.533864541832669,3.171875,0.168311973779758,0.948207171314741,3.546875,0.267335942573319,97.0019146629047,1.4738932296865e-10,0,3.6021950533538e-09,0,0,0,NA
"Smc4",0.607290526362865,0.231875605868069,2.05944849691606,4.71928770075967,10595.8210969326,2.74109634849301,0.999805673550661,0.367420273594037,0.466135458167331,3.421875,0.13622223435027,0.808764940239044,3.625,0.223107569721116,95.4382233418967,2.33294494833558e-11,4.9960036108132e-15,6.197518971448e-10,2.34812169708221e-13,0,0,NA
"Lhx1",0.995987943513551,0.516551413059777,4.96511428175668,3.94302527975537,15051.7007956171,2.46047884650559,0.999670238131638,0.384239441092119,0.0159362549800797,1.84375,0.00864339253156864,0.0199203187250996,1.90625,0.010450003265626,93.8612391055417,0.119087996351845,0.595054900715057,0.153634508848001,0.92337960383458,0,0,NA
"Lockd",0.903071792349849,0.289717081999125,1.72633621583009,2.7277862883318,13485.8764511291,7.39834354622601,0.999872005704568,0.730619068400389,0.0876494023904383,1.59375,0.0549957034606671,0.167330677290837,1.9375,0.086364220537206,93.608023797146,1.12882964820038e-05,0.0284048025066627,6.27013559136757e-05,0.129517420384857,0,0,NA
"Spc24",0.90161931019938,0.316876009669643,1.66035259254964,2.85910760205046,11968.1411184017,48.0013482535731,0.999861288209619,0.943785254104553,0.0836653386454183,1.6875,0.0495794599380257,0.163346613545817,1.953125,0.0836334661354582,93.5272750730197,1.11672793623452e-06,0.0228341733864872,9.09761025385721e-06,0.111613439513149,0,0,NA
"Fdps",0.740548492979062,0.0996247919527622,1.96552111176914,2.93280509920328,10295.9776086173,1.94934290962357,0.99980913459251,0.39927976499262,0.286852589641434,2.234375,0.128381578580782,0.50996015936255,2.640625,0.193121007095877,88.9352801858367,7.6761930145608e-12,9.28548113510175e-07,2.60564107327591e-10,1.77294655423349e-05,0,0,NA
"Ccna2",0.954999964581475,0.459941704812987,1.59362358446006,3.09573100683113,16630.4828710644,14797.0064375835,0.99990418372685,0.999790830429982,0.0358565737051793,1.484375,0.0241560075487524,0.0717131474103586,1.671875,0.0428938451800276,86.4093124812569,0.000174079966894447,0.0565866520424113,0.000574934377148687,0.224509379207229,0,0,NA
"Pbk",0.966470382459768,0.431516594348772,1.78232689243068,2.11637581576483,11144.9043353015,15187.7389361015,0.999840102539306,0.999860671759388,0.0318725099601594,1.015625,0.03138216365308,0.0597609561752988,1.203125,0.0496714440937549,83.5161616073033,0.0015526038455197,0.128580141113377,0.00369120992067134,0.404397774650405,0,0,NA
"Tyms",0.715541949269524,0.191067604649266,1.83476032276615,3.20638539136495,18860.6311473861,6.68728112029311,0.999902729561885,0.675915355789812,0.282868525896414,2.21875,0.127490039840637,0.52191235059761,2.59375,0.201219219507512,80.0449286989435,1.46802570100135e-11,9.74943469955747e-06,4.27125573005631e-10,0.00014892261503574,0,0,NA
"Mecom",0.942872044000427,0.512242076013348,1.81322487567436,5.12549342732865,16163.3272617494,3.80036183438554,0.999887831171206,0.425770049250797,0.0557768924302789,2.46875,0.0225931716173282,0.103585657370518,2.5,0.0414342629482072,79.3470630342962,0.000143125901296171,0.000222084447192183,0.000499713861096915,0.00246715631335317,0,0,NA
"Pantr1",0.989999991614811,0.494617544872343,1.59362406850598,2.25695408596009,18212.3280873827,1.87901738668221,0.999912505165348,0.454311012324701,0.00796812749003984,1.1875,0.00671000209687566,0.0159362549800797,1.140625,0.0139715112154123,76.544531110289,0.164769477375862,0.545101125807444,0.202156929069581,0.92337960383458,2.22044604925031e-16,1.82366199436254e-14,NA
"Pdgfa",0.559893643136486,0.260321322621483,2.18165290432613,4.62616377743759,12853.7800085185,2.58389646122529,0.999830300294775,0.358373768830603,0.569721115537849,3.234375,0.176145658910253,0.960159362549801,3.421875,0.280594516909531,76.2344152806359,1.53413721177831e-05,2.6523228058295e-13,8.44466519276168e-05,1.08037948957455e-11,2.22044604925031e-16,1.82366199436254e-14,NA
"Jag1",0.979999984507855,0.529750381678819,1.59362425900742,2.59170822249275,15744.1929328631,8.88920545272169,0.999898790431762,0.774259410373596,0.0159362549800797,1.078125,0.0147814538945667,0.0318725099601594,1.21875,0.0261518030442333,76.0811052459006,0.0120933290140404,0.429983170612764,0.0205822396311383,0.840712353135065,2.22044604925031e-16,1.82366199436254e-14,NA
"Emid1",0.893841530082112,0.365038777167053,1.98905609520608,3.07597524485437,18647.2996902882,11.8568079838027,0.999893344131122,0.79401192679531,0.119521912350598,1.671875,0.0714897419667126,0.211155378486056,1.953125,0.108111553784861,75.7549821841427,5.75553484616353e-06,0.0418102831526718,3.58839978674073e-05,0.181177893661578,2.22044604925031e-16,1.82366199436254e-14,NA
"Cenpf",0.906633252438521,0.360629604304793,1.9201997436538,4.34998211590237,16630.3733225021,0.730807531967768,0.999884549912429,0.143837391944404,0.099601593625498,2.859375,0.0348333442187534,0.179282868525896,2.78125,0.0644612560991987,74.8162196994616,8.7434690381194e-06,5.97984024985898e-06,5.13678805989515e-05,9.36841639144574e-05,4.44089209850063e-16,3.35553806962707e-14,NA
"Sostdc1",0.981326650712953,0.564628858615224,1.92020044965914,4.05544739748882,17521.8588270415,3.54968006331386,0.999890423153211,0.466748267088112,0.0199203187250996,1.640625,0.0121419085562512,0.0358565737051793,1.765625,0.0203081479392166,74.6808756170947,0.0371979540824742,0.131371582891233,0.0552991482831915,0.40953080176808,4.44089209850063e-16,3.35553806962707e-14,NA
"Birc5",0.831939856898371,0.372985625569786,1.92020045473839,3.88747033637359,12280.7137751507,5.46718771898298,0.999843665417487,0.584434800997607,0.179282868525896,2.34375,0.0764940239043825,0.322709163346614,2.4375,0.132393502911431,73.26707159505,2.10642455256149e-07,1.19521635346675e-05,2.17029509749778e-06,0.000173875521897187,8.88178419700125e-16,6.45295782620591e-14,NA
"Tfap2b",0.994999994511344,0.641287479837575,1.59362428635769,6.27243229095031,11803.0796554805,2.57254071324013,0.999865000559644,0.290847774438808,0.00398406374501992,2.484375,0.00160364829988223,0.00796812749003984,2.25,0.00354138999557326,71.5088244428458,0.0216164711332311,0.323218560268691,0.034665784415759,0.746385950005576,1.99840144432528e-15,1.39814086234461e-13,NA
"Cdca3",0.810457045527035,0.330732396934839,2.14397049980696,3.71208018520888,12257.0238330604,2.99105984151004,0.999825112884156,0.446217717306752,0.239043824701195,2.34375,0.10199203187251,0.406374501992032,2.484375,0.163572126587988,69.5533150893181,4.11461531513169e-09,1.13281286673317e-05,6.98341654873739e-08,0.000168816746725358,5.32907051820075e-15,3.59521936031472e-13,NA
