"","theta_1","theta_2","mu_1","mu_2","size_1","size_2","prob_1","prob_2","total_mean_1","total_mean_2","foldChange","norm_total_mean_1","norm_total_mean_2","norm_foldChange","chi2LR1","pvalue_LR2","pvalue_LR3","FDR_LR2","FDR_LR3","pvalue","pvalue.adj.FDR","Remark"
"Krt15",0.0906907872343487,0.927375423337847,3.97209199703744,3.17756387201962,17086.068698653,16566.0583538497,0.99976757855375,0.999808225081241,3.08894878706199,0.245421245421245,12.5863137144466,3.61185983827493,0.230769230769231,15.6513926325247,499.096940913021,0,0,0,0,0,0,NA
"Adamtsl1",0.22787274830008,0.992210351143182,3.41060735915863,2.8214393728205,10510.8272195412,15206.9609718935,0.999675620105298,0.999814498373709,2.17520215633423,0.0183150183150183,118.766037735849,2.63342318059299,0.021978021978022,119.820754716981,437.814883306326,0,1.11295252902543e-07,0,1.74973110665944e-06,0,0,NA
"Gjb6",0.0682945634124254,0.83840438859859,3.94893614411382,3.03747413961552,13576.6723869581,11688.0910622603,0.99970922271889,0.999740189825973,3.13477088948787,0.501831501831502,6.24666023963641,3.67924528301887,0.490842490842491,7.49577583779217,426.467398350607,0,1.11022302462516e-16,0,2.67307543621288e-15,0,0,NA
"Irx2",0.179476505578371,0.926759408314739,3.85987226235622,3.00079728816712,16892.9924821996,15243.2441335205,0.999771562644841,0.999803177943042,2.65229110512129,0.216117216117216,12.2724656220019,3.16711590296496,0.21978021978022,14.4103773584906,390.150705652781,0,0.000452273686433302,0,0.00318116098547469,0,0,NA
"Svil",0.0991563002018982,0.836963544302457,3.83587310962149,2.87582617845886,10512.2082246735,12043.0947411149,0.999635236114079,0.999761262393728,2.92452830188679,0.454212454212454,6.43867924528302,3.455525606469,0.468864468864469,7.36998820754717,383.297922074638,0,0,0,0,0,0,NA
"Gjb2",0.0146588173897177,0.648779896921343,4.63123074231465,3.50426760502008,17935.9600481471,10443.6177417017,0.999741857407578,0.999664571007987,3.95956873315364,1.24175824175824,3.18867924528302,4.5633423180593,1.23076923076923,3.70771563342318,365.773763629519,0,0,0,0,0,0,NA
"Irx6",0.380653824785998,1,3.38588521015521,0,12862.8593519026,1,0.999736839680283,1,1.6900269541779,0,Inf,2.09703504043127,0,Inf,329.762490780504,0,0.461103952543266,0,0.548245155350588,0,0,NA
"Krt5",0.0251512237471135,0.599696936581359,4.15573475228642,3.2392965637211,14327.5770077738,16201.7895969338,0.99971003263688,0.999800105474355,3.47708894878706,1.29304029304029,2.68908012186648,4.05121293800539,1.2967032967033,3.1242404860889,295.95598663758,0,0,0,0,0,0,NA
"Sostdc1",0.0814539377187483,0.698585237781146,4.26667494349247,3.22046615512583,14555.0852808466,16179.2605399795,0.999706946095098,0.999800990580251,3.37466307277628,0.952380952380952,3.54339622641509,3.91913746630728,0.970695970695971,4.0374510501958,294.801327981457,0,0,0,0,0,0,NA
"Bcl11b",0.0341389139472947,0.586409205866645,4.41486974687454,3.13522703150712,10409.7480661906,16473.1897454254,0.999576070609416,0.999809713207481,3.68463611859838,1.21978021978022,3.02073771885093,4.26415094339623,1.2967032967033,3.28845538855133,294.675873087534,0,0,0,0,0,0,NA
"Cxcl14",0,0.311010717191451,6.85444630439112,4.49774059030764,1e+08,12811.3333469929,0.999999931455542,0.999649048075028,5.94339622641509,3.12087912087912,1.90439808663301,6.8544474393531,3.0989010989011,2.21189615950756,283.653145296059,0,0,0,0,0,0,NA
