"","theta_1","theta_2","mu_1","mu_2","size_1","size_2","prob_1","prob_2","total_mean_1","total_mean_2","foldChange","norm_total_mean_1","norm_total_mean_2","norm_foldChange","chi2LR1","pvalue_LR2","pvalue_LR3","FDR_LR2","FDR_LR3","pvalue","pvalue.adj.FDR","Remark"
"Col17a1",0.856340789955476,0.0512715130085324,2.67104997711898,2.74051009944644,12537.8482081703,16117.8968587568,0.999787006429149,0.999829999891646,0.302325581395349,2.2875,0.132164188588131,0.383720930232558,2.6,0.147584973166369,141.334788495417,2.01409999789348e-11,9.84895854871937e-07,8.47025615552464e-11,5.56496369531935e-06,0,0,NA
"Tacstd2",0.193263377260821,0.925924958020444,3.37276152056034,1.85622450097901,13683.5866597151,18416.9596451558,0.999753578467156,0.999899221290114,2.73837209302326,0.125,21.906976744186,2.72093023255814,0.1375,19.7885835095137,130.865733578024,0,0,0,0,0,0,NA
"Rhov",0.287908595136511,1,2.93926183252415,0,17913.2472451994,1,0.999835943780147,1,2.0406976744186,0,Inf,2.09302325581395,0,Inf,130.701603508491,0,0.445365342013593,0,0.664717148732534,0,0,NA
"Sostdc1",0.748578923341339,0.0143099959616633,2.58992876877008,3.01819016983184,17095.4973792301,15878.2523492145,0.999848525234307,0.999809952852176,0.540697674418605,2.7125,0.199335548172757,0.651162790697674,2.975,0.218878248974008,124.92908984785,0,0,0,0,0,0,NA
"Hoxc13",0.823763871248743,0.0632894938979343,2.57318696265294,2.53546818774905,11870.9073393217,17327.5818656058,0.999783282841374,0.999853695844124,0.372093023255814,2.075,0.179321938918465,0.453488372093023,2.375,0.19094247246022,118.993397559284,0,0.22891890715232,0,0.495430846071528,0,0,NA
"Cldn3",0.364957446540607,1,3.03953261249261,0,16097.6119765504,1,0.999811216793882,1,1.91860465116279,0,Inf,1.93023255813953,0,Inf,110.776787907973,3.74917874523817e-11,0.615032042200193,1.52114256579927e-10,0.762319944819531,0,0,NA
"Trp63",0.645788498218265,7.88997712711578e-10,3.0365478550854,3.34999999988564,16598.9059882118,35390733067.1607,0.99981709683379,0.999999999905342,0.88953488372093,3.0625,0.290460370194589,1.07558139534884,3.35,0.321069073238459,109.598503017079,0,2.30789181721036e-06,0,1.27279542733577e-05,0,0,NA
"Nrarp",0.0455242458821247,0.485553871642358,3.67302530400482,1.74945431658658,12180.3957273937,14742.2764671096,0.999698538691913,0.999881344869718,3.61046511627907,0.725,4.97995188452286,3.50581395348837,0.9,3.8953488372093,106.047814500021,0,0,0,0,0,0,NA
"Lgals7",0.699559804624343,0.0419240826425686,2.96077188746479,3.36612157025615,10105.8670765488,12129.6036430677,0.999707110267198,0.99972256408484,0.75,2.9,0.258620689655172,0.88953488372093,3.225,0.275824770146025,102.403899397456,0,0.00243596318284334,0,0.0103866763490681,0,0,NA
"Grhl3",0.224098316510687,0.879196934408438,2.88486567141032,1.75906132293189,19194.2419297596,12254.1653371316,0.999849724091415,0.999856472570673,2.15116279069767,0.1875,11.4728682170543,2.23837209302326,0.2125,10.5335157318741,99.6917278560073,1.16516130077571e-10,7.06383957438383e-07,4.49001488708965e-10,4.01592360988118e-06,0,0,NA
"Otx1",0.910520138452587,0.222225351927191,2.40407490663895,2.15357973700153,15010.8459220732,10794.7866815397,0.999839869787879,0.999800537959377,0.156976744186047,1.45,0.108259823576584,0.215116279069767,1.675,0.128427629295384,99.6722732274596,3.69416359302654e-05,8.81789630202690e-09,6.90151308794641e-05,5.41418832944451e-08,0,0,NA
"Cxcl14",0.36105331734373,0,4.05827497835878,6.09999898330508,12452.3076672354,1e+08,0.999674200726184,0.999999939000014,2.5,5.65,0.442477876106195,2.59302325581395,6.1,0.425085779641632,94.9454252770913,0,4.09900657860618e-09,0,2.58574319102486e-08,0,0,NA
"Gabrp",0.392110413037702,0.968624973808444,3.71089432327942,1.59362422177088,18501.4029734452,13759.8274264853,0.999799466550177,0.999884196245729,2.36627906976744,0.05,47.3255813953488,2.25581395348837,0.05,45.1162790697674,92.954341282516,2.57362854361176e-07,0.0735013254166683,6.95106125708631e-07,0.227163492311247,0,0,NA
"Pdgfa",0.506880969692086,0,3.84359296811476,4.42499927049012,11405.4769599253,1e+08,0.999663118154118,0.999999955750009,1.67441860465116,4.0375,0.414716682266542,1.8953488372093,4.425,0.42832742083826,89.6966550283028,0,0.109497142581058,0,0.308400208920963,0,0,NA
"Mt2",0.171481346990612,0.749903250598901,3.70512756778323,2.29911092969624,18831.2734608904,13230.6773930895,0.999803284747557,0.999826258972877,3.11046511627907,0.4875,6.38044126416219,3.06976744186047,0.575,5.33872598584429,89.1248609697946,3.02979863420205e-13,0.00026087428830035,1.55024696783338e-12,0.00125793308651635,0,0,NA
"Ppl",0.329072177183789,0.941412367981181,2.74697697335045,1.92020044225995,18750.6418518298,18713.0707417093,0.999853521035668,0.999897397735954,1.7093023255814,0.1,17.093023255814,1.84302325581395,0.1125,16.3824289405685,88.2908456668379,2.05480833503913e-06,0.00958773331985097,4.75497104666089e-06,0.0372661434349407,0,0,NA
"Fgfr2",0.64850598795922,0.0210562394508308,2.86153936870566,2.89853218428725,17540.8299116403,14790.6624214466,0.999836890692207,0.999804067986513,0.831395348837209,2.55,0.326037391700866,1.00581395348837,2.8375,0.354471877881365,87.8446395898211,0,0,0,0,0,0,NA
"Ndrg2",0.396335877496835,0.968624973808444,2.87970085755799,1.59362422177088,14380.5280219677,13759.8274264853,0.999799790083612,0.999884196245729,1.69767441860465,0.0375,45.2713178294574,1.73837209302326,0.05,34.7674418604651,85.8249541565351,0.000650950248879067,0.202448943114267,0.000922346429565571,0.462566513866199,0,0,NA
