"","theta_1","theta_2","mu_1","mu_2","size_1","size_2","prob_1","prob_2","total_mean_1","total_mean_2","foldChange","norm_total_mean_1","norm_total_mean_2","norm_foldChange","chi2LR1","pvalue_LR2","pvalue_LR3","FDR_LR2","FDR_LR3","pvalue","pvalue.adj.FDR","Remark"
"Xist",0.000745232388039851,0.793892642365799,6.29584797090067,5.34946503596727,10000.0113665341,12895.0463819809,0.999370812045249,0.999585325512534,5.33720930232558,1.11355311355311,4.79295440636475,6.2906976744186,1.1025641025641,5.70551649540292,517.887053997543,0,0,0,0,0,0,NA
"Irx2",0.0882377841442127,0.926759408314739,4.01726344877804,3.00079728816712,17893.0219303212,15243.2441335205,0.999775534745983,0.999803177943042,3.05232558139535,0.216117216117216,14.1234726054395,3.66279069767442,0.21978021978022,16.6656976744186,489.210940626338,0,0,0,0,0,0,NA
"Krt15",0.0975336870208003,0.927375423337847,4.2454716079608,3.17756387201962,14680.4356450569,16566.0583538497,0.999710891127003,0.999808225081241,3.24709302325581,0.245421245421245,13.2306924678931,3.83139534883721,0.230769230769231,16.6027131782946,481.445681766342,0,0,0,0,0,0,NA
"Lmo1",0.0401166156774176,0.821552458947917,4.63658575809497,3.34591104098331,14575.6094149056,17213.8569748593,0.999681995368399,0.999805664656265,3.80523255813953,0.505494505494505,7.52774266936299,4.45058139534884,0.597069597069597,7.45404123270081,456.627187840177,0,0,0,0,0,0,NA
"Gjb6",0.0788734344837187,0.83840438859859,3.98904858537722,3.03747413961552,19152.9574083294,11688.0910622603,0.999791770123994,0.999740189825973,3.0843023255814,0.501831501831502,6.14609149550161,3.67441860465116,0.490842490842491,7.48594238111767,399.045669558686,0,0,0,0,0,0,NA
"Dcn",0.21334845384564,0.954170286226207,3.87645408648507,3.19705830846601,18550.3663377743,11661.4528911223,0.999791074519722,0.999725919052666,2.51162790697674,0.146520146520147,17.1418604651163,3.04941860465116,0.146520146520147,20.8122819767442,381.074901163544,0,0.00743727917035641,0,0.0303918303081246,0,0,NA
"Fgfbp1",0.268775915554761,0.984420701944394,3.64950323007009,2.82143937235842,17581.0208635093,11728.6729268159,0.99979246109515,0.999759498723326,2.17151162790698,0.032967032967033,65.8691860465116,2.66860465116279,0.043956043956044,60.7107558139535,378.337761195073,0,0.00141854151330212,0,0.0084290147891865,0,0,NA
"Serpinb10",0.307202103489922,0.992210351143182,3.48267613185425,2.8214393728205,17715.2824668994,15206.9609718935,0.999803447017682,0.999814498373709,1.97383720930233,0.021978021978022,89.8095930232558,2.41279069767442,0.021978021978022,109.781976744186,359.04046321892,1.62416746718463e-11,4.35762537165374e-13,5.12237431958231e-11,8.37481126114703e-12,0,0,NA
"Mt1",0.017619195587809,0.593268376318923,5.16069473180519,3.3141891374911,15716.0174767098,11872.2703558864,0.999671736133544,0.999720924125888,4.35174418604651,1.33333333333333,3.26380813953488,5.06976744186047,1.34798534798535,3.76099595551062,352.106957326938,0,0,0,0,0,0,NA
"Hbb-bs",0.193489073190202,0.899269982748656,3.49265009306218,2.90916551566887,18369.3080817883,19468.1951200929,0.999809901051885,0.999850590625319,2.25872093023256,0.293040293040293,7.7078851744186,2.81686046511628,0.293040293040293,9.6125363372093,323.871159135063,0,3.33066907387547e-16,0,7.44858720157605e-15,0,0,NA
"Irx4",0.301004209842589,0.964946580470572,3.34782596878867,2.82143941214776,12533.6468387702,10684.0210821672,0.999732964234387,0.999735989427518,1.88081395348837,0.102564102564103,18.3379360465116,2.34011627906977,0.0989010989010989,23.6611757105943,312.982350589768,0,0.00743735034369553,0,0.0303918303081246,0,0,NA
"Mt2",0.0709605970377727,0.701468814461604,4.81555162720466,3.48470335674214,15680.8968826753,19084.1611721332,0.999692997583159,0.999817436713806,3.81104651162791,1.01831501831502,3.74250250962021,4.47383720930233,1.04029304029304,4.30055478218146,312.035067030055,0,0,0,0,0,0,NA
"Krt14",0.025062121210389,0.618189790987578,4.59778871582573,3.4729602372458,10532.7209067364,11812.2495851811,0.999563666161316,0.999706072969817,3.81976744186047,1.31868131868132,2.89665697674419,4.48255813953488,1.32600732600733,3.38049274058846,310.273990385062,0,2.37752728615703e-09,0,3.52332356864235e-08,0,0,NA
"Krt5",0.026113498109991,0.599696936581359,4.42365707244621,3.2392965637211,10573.506049827,16201.7895969338,0.999581803132085,0.999800105474355,3.66860465116279,1.29304029304029,2.83719283220238,4.30813953488372,1.2967032967033,3.322378793851,298.70277393782,0,0,0,0,0,0,NA
"Adamtsl1",0.393861897061402,0.992210351143182,3.32355750062135,2.8214393728205,16615.3278579648,15206.9609718935,0.999800010396901,0.999814498373709,1.62209302325581,0.0183150183150183,88.5662790697674,2.01453488372093,0.021978021978022,91.6613372093023,291.149234255172,2.39515629552045e-10,3.53880141856777e-08,6.57598715064767e-10,4.53408931753996e-07,0,0,NA
"Kremen2",0.0965153153790521,0.742049290707588,3.82240941680092,3.0246855397745,10379.0252400453,11321.5483167279,0.999631853461993,0.999732909528759,2.86627906976744,0.765567765567766,3.74399132079671,3.45348837209302,0.78021978021978,4.42630199803472,287.309130107566,0,0,0,0,0,0,NA
"Postn",0.421735812650862,0.984420701944394,3.35808533296787,2.82143937235842,13197.9574080862,11728.6729268159,0.999745624946647,0.999759498723326,1.54651162790698,0.0402930402930403,38.3816067653277,1.94186046511628,0.043956043956044,44.1773255813953,257.735248653018,0,0.000584610168293032,0,0.00410897432571674,0,0,NA
"Anxa2",0.0854431180256175,0.673971005462559,4.02724160285642,3.10091496205479,17154.7400425545,11107.471569993,0.999765295400528,0.999720904123864,3.06686046511628,1.01465201465201,3.02257367139619,3.68313953488372,1.01098901098901,3.64310540950455,256.802527190508,0,0,0,0,0,0,NA
"Nfib",0.0491243853473214,0.595291565109732,4.16079169321157,3.20404296656327,15272.1400510124,11346.8742284977,0.999727630940497,0.999717707412237,3.34302325581395,1.26007326007326,2.65303880475933,3.95639534883721,1.2967032967033,3.05111844698463,249.954603759254,0,1.33226762955019e-15,0,2.87489330587146e-14,0,0,NA
