"","theta_1","theta_2","mu_1","mu_2","size_1","size_2","prob_1","prob_2","total_mean_1","total_mean_2","foldChange","norm_total_mean_1","norm_total_mean_2","norm_foldChange","chi2LR1","pvalue_LR2","pvalue_LR3","FDR_LR2","FDR_LR3","pvalue","pvalue.adj.FDR","Remark"
"Rhov",0.989626467594872,0.305054624625962,2.82143936250264,3.52211151957035,10128.5867523078,12715.9514838278,0.999721515577191,0.999723092980761,0.024390243902439,2.0406976744186,0.0119519143909388,0.0292682926829268,2.44767441860465,0.0119575922600081,330.759818924248,1.4432899320127e-15,5.93665414272415e-07,7.35831149098784e-15,7.61551440029023e-06,0,0,NA
"Cldn3",0.996939028875951,0.379087986423402,1.59362828915455,3.64242897285416,18328.6762963372,11169.8893238192,0.999913060293399,0.999674012742485,0.0024390243902439,1.91860465116279,0.00127124907612712,0.0048780487804878,2.26162790697674,0.00215687503918741,305.728651513919,4.97073027183603e-09,0.00357286370071219,1.31196487042044e-08,0.02197127007706,0,0,NA
"Nebl",0.838152207489403,0.127074246179475,2.98383327569162,4.24927586381217,19126.2545661795,11387.3984797549,0.999844017142064,0.999626983211299,0.407317073170732,3.27325581395349,0.124437898020188,0.482926829268293,3.7093023255814,0.130193439865433,289.070076213861,0,7.73285738775442e-08,0,1.19809076150533e-06,0,0,NA
"Pvrl4",0.944675765534551,0.263626201779118,2.60107418367233,3.54502715690585,18631.6530119658,17923.4163070977,0.999860414365306,0.999802251642606,0.107317073170732,2.19767441860465,0.0488321073686927,0.14390243902439,2.61046511627907,0.0551252104948666,284.435164913342,0,0.0146580651638337,0,0.065988949963976,0,0,NA
"Tacstd2",0.898666740144916,0.206855922414648,2.79204310995908,4.03164343032117,14766.0215669488,15030.3332027649,0.999810950074686,0.999731838127412,0.219512195121951,2.73837209302326,0.0801615659468697,0.282926829268293,3.19767441860465,0.0884789356984479,280.942687238903,0,4.81276240866801e-05,0,0.000493747739748698,0,0,NA
"Grhl3",0.934972148116414,0.243218165964468,2.77554644371647,3.4417467290567,11387.6578059103,11467.2888454938,0.999756326527898,0.999699954008911,0.139024390243902,2.15116279069767,0.064627554383652,0.180487804878049,2.6046511627907,0.069294425087108,280.876701647063,9.2148511043888e-15,0.0139284565044707,4.41498689459271e-14,0.0649132565757617,0,0,NA
"Ppl",0.976456119235699,0.346721441878081,2.69346634160341,3.24837390890016,15871.6521534095,10093.7455886531,0.99983032583477,0.999678283069105,0.0463414634146341,1.7093023255814,0.0271113323378132,0.0634146341463415,2.12209302325581,0.0298830604744404,271.260275453699,1.99840144432528e-15,0.0147725996651016,1.00594638104644e-14,0.0660064097395737,0,0,NA
"Nrarp",0.713734134765747,0.057017553901939,2.91388755472821,4.30351590031789,14787.3762575428,16503.0320060981,0.999802986450831,0.999739296757215,0.7,3.61046511627907,0.193880837359098,0.834146341463415,4.05813953488372,0.205548955203019,270.127958511101,0,0,0,0,0,0,NA
"Gabrp",0.984439746606549,0.399421294902499,2.8214392017807,4.37562463414841,11332.1139980947,18865.9237614848,0.999751084669393,0.999768121080402,0.0317073170731707,2.36627906976744,0.0133996524240427,0.0439024390243902,2.62790697674419,0.0167062378588388,266.627165857631,0,0.0173754809008352,0,0.0748337498725501,0,0,NA
"Smagp",0.994813231755983,0.458084759800058,2.82143803281525,3.36875817701809,16531.6841925953,11448.5295318134,0.999829360605279,0.999705834081677,0.00975609756097561,1.48255813953488,0.00658058345289335,0.0146341463414634,1.82558139534884,0.00801615659468697,244.849138720459,2.58550675313884e-07,0.177798597178221,5.33652172403917e-07,0.339100723966384,0,0,NA
"Gm16136",0.618369181074465,0.0357803401198223,3.04214322074694,4.49815446351732,12370.676387278,13038.2245730653,0.999754144785721,0.999655121514312,1.00487804878049,3.84302325581395,0.261481126157706,1.1609756097561,4.33720930232558,0.26767802262473,242.174317437416,0,0,0,0,0,0,NA
"Ndrg2",0.964033823945849,0.410853417474861,2.98383338571815,3.41447776758576,19561.6048162513,13516.1866934389,0.99984748805921,0.999747442419022,0.0902439024390244,1.69767441860465,0.0531573671901103,0.107317073170732,2.01162790697674,0.0533483716340054,213.52585070823,0,0.0180720913742034,0,0.0770000178908024,0,0,NA
"Sostdc1",0.143122497493337,0.757138273371938,3.8711171210251,3.15999397775898,18065.4514607496,15103.6644687164,0.999785763018821,0.999790823413249,2.99268292682927,0.540697674418605,5.53485444531865,3.31707317073171,0.767441860465116,4.32224685883222,202.505148475864,0,0,0,0,0,0,NA
"Cldn23",0.99740661893046,0.558776246810269,2.82143808582075,3.26786682407353,18654.0235951901,14142.7370985627,0.999848771961134,0.999768990126041,0.0048780487804878,1.2093023255814,0.00403377110694184,0.00731707317073171,1.44186046511628,0.00507474429583006,194.931257598752,1.12996279000299e-11,0.112269970137154,4.19951902951268e-11,0.269219164201238,0,0,NA
"Cxcl14",0,0.366693253149634,5.93658437903044,4.764579279798,1e+08,16282.8939477649,0.99999994063416,0.999707473037215,6.02195121951219,2.5,2.40878048780488,5.93658536585366,3.01744186046512,1.96742328116923,194.593674077407,0,9.97886681064486e-08,0,1.48809851313741e-06,0,0,NA
"Pdgfa",0.0147833229079149,0.511539167430592,4.404132216396,4.41586452364062,15173.9906174963,11520.9088222203,0.999709842029476,0.999616855520893,3.9780487804878,1.67441860465116,2.37577913279133,4.3390243902439,2.15697674418605,2.01162316744461,194.466362630918,0,0,0,0,0,0,NA
"Cldn6",0.792127731966867,0.190672442563222,3.00372868046584,3.7714349806091,15829.0740520844,12327.0587243575,0.999810275775419,0.99969414589838,0.514634146341463,2.48255813953488,0.20729993716799,0.624390243902439,3.05232558139535,0.204562137049942,192.70341150278,0,1.6802500613089e-07,0,2.36757481784873e-06,0,0,NA
"Rab25",0.859766950710624,0.265013020771069,2.8002166608978,3.35395913277985,15040.0597760554,12226.5901553804,0.999813850779556,0.999725758425274,0.336585365853659,1.99418604651163,0.16878333214819,0.392682926829268,2.46511627906977,0.159295904279798,189.833044736896,0,0.0488619380034175,0,0.155719213022519,0,0,NA
"Zfp750",0.987033084531821,0.51611355736619,2.82143937228799,2.97974962520913,11291.912843284,10673.6156078063,0.999750198694216,0.999720908255352,0.0317073170731707,1.11046511627907,0.0285531860554208,0.0365853658536585,1.44186046511628,0.0253737214791503,189.164566251728,3.11209236159016e-08,0.196777651041024,7.56156046308973e-08,0.355357014114399,0,0,NA
"Glrx",0.91640908460351,0.366167339469594,2.71356430558078,3.58652314164707,13528.9569882274,10849.7942893735,0.999799465683483,0.999669547839185,0.180487804878049,2.00581395348837,0.0899823259102156,0.226829268292683,2.27325581395349,0.0997816730085459,189.011464246472,4.32986979603811e-15,0.00167543653224012,2.10838149660141e-14,0.0113567942213776,0,0,NA
"Paqr6",1,0.605078055393295,0,3.56266882329731,1,12745.3230864839,1,0.999720550572679,0,1.2093023255814,0,0,1.40697674418605,0,182.497044772519,7.66053886991358e-15,0.744771438462784,3.68508986766407e-14,0.812911551771365,0,0,NA
"Lgals7",0.127622176595076,0.706477963401193,3.98126890963,3.52574447649881,17228.7555111185,12018.6996174021,0.999768970595881,0.999706731127527,3.11951219512195,0.75,4.15934959349593,3.47317073170732,1.03488372093023,3.35609756097561,181.972461620536,0,0,0,0,0,0,NA
"Ppp2r2b",0.971649370734201,0.48252337002435,2.92504366451916,3.10091522951151,15000.299277136,10189.4880895711,0.99980503899682,0.999695767657457,0.0682926829268293,1.2906976744186,0.0529114480333993,0.0829268292682927,1.6046511627907,0.0516790385295157,181.581838486365,6.70368892174977e-07,0.167878157903767,1.30678119013848e-06,0.333632971289049,0,0,NA
"Lypd3",0.966286023281549,0.4720433842874,2.82143928167851,3.17150795180704,13746.3972103469,14976.637108958,0.999794792754877,0.999788281143444,0.075609756097561,1.38953488372093,0.054413715685274,0.0951219512195122,1.67441860465116,0.0568089430894309,180.671116818561,0,0.11830556144516,0,0.277267464780753,0,0,NA
"Meg3",0.734822646036685,0.201520341475337,3.13641953791864,4.63089357284933,15322.9482629578,15181.7529571434,0.999795354155814,0.999695062786614,0.702439024390244,3.30232558139535,0.212710408794229,0.831707317073171,3.69767441860465,0.224927136063813,179.452164442228,0,2.27494523219463e-09,0,4.30795184445744e-08,0,0,NA
"Gjb6",0.124293978581745,0.698830734890391,3.79902223078062,3.35899997437484,14022.9494104617,14317.1802286303,0.999729158739175,0.99976544179512,2.95853658536585,0.75,3.94471544715447,3.32682926829268,1.01162790697674,3.28858985141576,178.514593615478,0,0,0,0,0,0,NA
"Penk",0.950906938229989,0.478398389883043,2.8815358068653,3.95695243575692,15754.1388608473,13077.3447079107,0.999817126859373,0.999697510802938,0.104878048780488,1.74418604651163,0.060130081300813,0.141463414634146,2.06395348837209,0.0685400206114737,167.896003831647,1.77635683940025e-15,0.0229802638970655,9.01784557193404e-15,0.0897710837047105,0,0,NA
"Notch3",0.9609022743626,0.4849396628531,2.74484183660699,3.20576575394018,10342.7143127409,13379.5096592673,0.99973468148725,0.999760454761823,0.0926829268292683,1.26744186046512,0.0731259789662117,0.107317073170732,1.65116279069767,0.0649948471315699,167.676549869597,0,0.014537967349154,0,0.0656961933618968,0,0,NA
"Slc2a3",0.562541817885737,0.103955733321003,3.33969204878237,4.92474595201367,16542.4354737805,13067.3696507968,0.999798154391963,0.999623268433027,1.21219512195122,3.8953488372093,0.311190389515835,1.4609756097561,4.41279069767442,0.331077476782673,167.501284722088,0,4.10782519111308e-15,0,1.02096571937456e-13,0,0,NA
"Rian",0.938113771527637,0.437907515147629,2.91644576158403,3.26851780662109,16714.9242566577,18751.0798358025,0.999825548896326,0.999825719468094,0.14390243902439,1.54651162790698,0.0930496974142674,0.180487804878049,1.83720930232558,0.0982401975918493,164.706254143145,0,0.000644609076454139,0,0.00492960659108838,0,0,NA
"S100a14",0.950906909476671,0.492225630278343,2.88153612545783,4.17920467584888,17360.6979998503,13998.4157595642,0.999834047114566,0.999701540701097,0.117073170731707,1.87790697674419,0.0623423695537265,0.141463414634146,2.12209302325581,0.0666622118275977,163.690606713833,0,0.00664237454175676,0,0.0358568001281258,0,0,NA
"Nrtn",0.597506056727315,0.0905844052384733,3.02382974267591,3.82305194183258,18329.7037909901,19815.1361529871,0.999835058382733,0.99980710127599,1.03170731707317,2.88953488372093,0.357049614761741,1.21707317073171,3.47674418604651,0.350061179541561,152.362599373522,0,0,0,0,0,0,NA
"Notch1",0.720789374217517,0.200463785406528,3.03992936972236,3.99941182084359,15844.2751586448,12765.683676167,0.999808173854508,0.999686804144372,0.707317073170732,2.68604651162791,0.26333016576919,0.848780487804878,3.19767441860465,0.265436807095344,152.023073220638,0,3.2527211902722e-05,0,0.000340394419297784,0,0,NA
"Cdkn1a",0.955912490662218,0.520733258674333,2.82143930181768,3.17830470973647,12248.2208587288,18632.1169122891,0.999769698019713,0.999829447042683,0.107317073170732,1.20348837209302,0.0891716743254389,0.124390243902439,1.52325581395349,0.0816607708061813,142.931605554449,1.94289029309402e-14,0.187347910421843,9.08967890063204e-14,0.348683396463742,0,0,NA
"Cldn7",0.904406692719502,0.430906497380474,2.88315669365178,3.52457714583786,13412.8414854483,14900.334234372,0.999785091244002,0.999763512443964,0.236585365853659,1.61046511627907,0.146904992515629,0.275609756097561,2.00581395348837,0.137405443619654,141.11123033942,0,0.00244706752062274,0,0.0160403931434227,0,0,NA
"Esrp2",0.901260040642214,0.420502874907897,2.79126870669151,3.05999057323907,17332.7769318124,13543.6608518273,0.999838986027201,0.999774115772456,0.221951219512195,1.37790697674419,0.161078522177627,0.275609756097561,1.77325581395349,0.155425829668133,136.531464938253,0,0.0687859696987069,0,0.198569392046152,0,0,NA
"Prr15l",0.994813231754214,0.652894984889486,2.82143803000354,2.78047271899992,16546.5298047632,10637.9321883474,0.99982951367769,0.9997386948781,0.0146341463414634,0.779069767441861,0.0187841281397889,0.0146341463414634,0.965116279069767,0.01516309138995,135.167058945908,6.85683028319728e-05,0.000149347797477439,9.87946682108014e-05,0.00136233272886662,0,0,NA
"Jup",0.580247587524758,0.125136516584865,3.05638941380047,4.10695305606114,10266.4875800591,10273.5012788714,0.99970238314156,0.999600397975542,1.09024390243902,2.98837209302326,0.364828698870646,1.28292682926829,3.59302325581395,0.357060541479201,135.09409671611,0,0,0,0,0,0,NA
"Igfbp5",0.0295531747413956,0.429820042018913,4.62949699101297,4.51713744909593,11924.8511631815,10474.7442902728,0.999611928035856,0.999568945055885,4.18536585365854,2.00581395348837,2.08661717921527,4.49268292682927,2.57558139534884,1.74433738919782,134.082164562114,0,0,0,0,0,0,NA
"Krt18",0.876861257583023,0.402962546563784,3.01068290854687,3.64201373394327,17860.9920242851,13577.2903774283,0.999831466499536,0.999731828888544,0.302439024390244,1.73837209302326,0.173978301655926,0.370731707317073,2.17441860465116,0.170496934915873,133.546680939543,0,0.0121039626319787,0,0.0582259170159296,0,0,NA
"Ikzf2",0.664828820176388,0.163333951612384,3.06359653985091,3.60650611528919,15268.3236529966,13445.3498341729,0.99979938976795,0.999731837473181,0.870731707317073,2.59302325581395,0.335797878158154,1.02682926829268,3.01744186046512,0.340297946332065,130.496881110075,0,0,0,0,0,0,NA
"Gjb2",0.0495554658914112,0.452788977032044,4.42155105165858,3.79301826497181,11290.1357171244,17064.7696669149,0.999608523738764,0.999777777523806,3.85609756097561,1.65116279069767,2.33538302988664,4.20243902439024,2.07558139534884,2.02470451595272,130.113252950254,0,0,0,0,0,0,NA
"Cldn8",0.942323877218363,0.515360306943997,2.66416203990296,2.9511254928433,10034.4382264813,17421.7123335915,0.999734568609866,0.99983063515116,0.121951219512195,1.16279069767442,0.104878048780488,0.153658536585366,1.43023255813953,0.107436049970256,128.767436878047,5.5518145636313e-11,0.176835535723152,1.91425282497461e-10,0.339100723966384,0,0,NA
"Sp6",0.927568711950512,0.491924474553802,2.86225294195448,3.24983730140987,18880.4117968649,16042.222190033,0.999848423904964,0.999797460785456,0.190243902439024,1.2906976744186,0.147396176664469,0.207317073170732,1.65116279069767,0.12555822741326,128.276854452213,0,0.106707329528935,0,0.26339436503182,0,0,NA
"Sfn",0.332715889230034,0.0208988755020622,3.46142828294013,4.78607053872213,12382.5915857088,19293.179390877,0.999720538231265,0.999751990926282,2.03658536585366,4.15697674418605,0.4899198362613,2.30975609756098,4.68604651162791,0.49290080493857,128.219166645595,0,0,0,0,0,0,NA
"Cldn4",0.761408755452311,0.275849437044892,2.82143937358492,3.55669337730016,16516.4084853928,17395.712124662,0.999829202730004,0.999795583744668,0.541463414634146,2.16860465116279,0.249682861439874,0.673170731707317,2.57558139534884,0.261366514342344,126.735109393298,0,1.33917766194092e-05,0,0.000147929532471807,0,0,NA
"Hspb1",0.569951501825825,0.132636726991964,3.18171671534157,4.22290268156938,17257.6180355687,17470.5814272723,0.99981566805936,0.999758343349554,1.15853658536585,3.22674418604651,0.359041968798066,1.36829268292683,3.66279069767442,0.373565621370499,125.72299061147,0,2.09802841766304e-09,0,4.03701274560002e-08,0,0,NA
