"","theta_1","theta_2","mu_1","mu_2","size_1","size_2","prob_1","prob_2","total_mean_1","total_mean_2","foldChange","norm_total_mean_1","norm_total_mean_2","norm_foldChange","chi2LR1","pvalue_LR2","pvalue_LR3","FDR_LR2","FDR_LR3","pvalue","pvalue.adj.FDR","Remark"
"Hoxc13",0.823100489843986,0.0931956052943247,2.63582418049321,3.0188428929394,18538.7540217291,16265.2032549895,0.999857841067881,0.999814433139972,0.36950146627566,2.075,0.178072995795499,0.466275659824047,2.7375,0.170329008154903,144.872045172891,0,7.68930431549464e-08,0,5.50226448149739e-07,0,0,NA
"Hoxc10",0.913198330884355,0.253724038844629,2.43248428212088,2.78047277425485,12020.8628257017,12670.2758066559,0.999797685724304,0.999780599666493,0.170087976539589,1.5375,0.110626326204611,0.211143695014663,2.075,0.101755997597428,132.220532676022,9.99200722162641e-16,0.119390332655214,6.27555561473371e-15,0.277201490446813,0,0,NA
"Sp8",0.873479125846404,0.202198829268695,2.61915890237235,3.11794718181224,10629.1482279542,11595.2705990562,0.999753647836049,0.999731174104973,0.281524926686217,1.8875,0.149152279039055,0.331378299120235,2.4875,0.133217406681501,131.479853482164,0,0.00198661171900461,0,0.00968889402620682,0,0,NA
"Dlx1",0.942485456463064,0.346754661808521,2.49841228095386,2.77460873079482,10460.6190833079,14076.5424163981,0.999761217220202,0.999802930161609,0.12316715542522,1.35,0.0912349299446074,0.143695014662757,1.8125,0.0792800080897968,121.585687178188,1.28143406996628e-09,0.155672022845091,4.64187528249196e-09,0.327393396982355,0,0,NA
"Dlx2",0.882196978172641,0.26424043528479,2.53915926382535,3.02408574580295,11125.6469279558,14273.4627215788,0.999771826311681,0.999788177176457,0.258064516129032,1.675,0.154068367838228,0.299120234604106,2.225,0.134436060496227,114.324946866511,1.91624494050302e-13,2.1316282072803e-14,1.02630787304241e-12,1.73916955603337e-13,0,0,NA
"Otx1",0.88872794901058,0.261605400388797,2.5564144398906,2.67472164338243,18172.8595582207,15608.3987974065,0.999859347679099,0.999828665104926,0.234604105571848,1.45,0.161795934877136,0.284457478005865,1.975,0.14402910278778,112.019554348301,0,0.00652746462503606,0,0.0273965222002715,0,0,NA
"Syt1",0.942132201201385,0.39435942951215,2.43248685303412,2.64183293244595,12724.7670002343,11643.9539631897,0.99980887493313,0.999773166942625,0.117302052785924,1.1875,0.0987806760302516,0.140762463343109,1.6,0.0879765395894428,105.010195112081,1.30144228727147e-10,0.335000129242163,5.25999591105553e-10,0.513125479669865,0,0,NA
"Meg3",0.0578356133993787,0.494565909321167,4.94898410640926,3.33871424899636,10659.8225029735,18702.5380640915,0.99953595029088,0.999821515222806,4.42521994134897,1.3,3.40401533949921,4.66275659824047,1.6875,2.76311502117954,100.916817198278,0,2.86977878460881e-07,0,2.00425350317079e-06,0,0,NA
"Bhlha9",0.932104843794295,0.412253704471269,2.37557941146747,3.14761681067697,14407.2629394543,12731.8680767201,0.999835139555489,0.999752837618231,0.131964809384164,1.3125,0.100544616673649,0.161290322580645,1.85,0.0871839581517001,100.891031699289,2.79276812786833e-09,0.138743112984882,9.63670583252589e-09,0.302806844089506,0,0,NA
"En1",0.717183666284493,0.208182250308349,2.7063349709042,3.85189648871288,12428.2281633569,18952.6748834053,0.999782290303978,0.999796803679628,0.674486803519062,2.4125,0.279580022184067,0.765395894428152,3.05,0.250949473583001,85.2563936278891,0,0,0,0,0,0,NA
